1,981
2,2943
3,296
4,4697
5,3836
6,3161
7,4201
8,1493
9,218
10,4460
11,2646
12,1824
13,3334
14,4220
15,396
16,351
17,3592
18,3303
19,249
20,4271
21,3713
22,875
23,2085
24,4116
25,2260
26,435
27,2707
28,1326
29,871
30,3030
31,1961
32,1762
33,3190
34,3463
35,2525
36,1036
37,1471
38,317
39,3352
40,4225
41,716
42,3692
43,3438
44,648
45,876
46,3979
47,3013
48,4896
49,1672
50,3447
51,1694
52,2005
53,1614
54,2465
55,3688
56,2742
57,1208
58,1007
59,93
60,845
61,3818
62,2159
63,2870
64,1353
65,2285
66,3643
67,748
68,1192
69,3770
70,3768
71,3072
72,26
73,3959
74,207
75,3256
76,1982
77,4419
78,4294
79,3611
80,3974
81,4775
82,1959
83,4912
84,3238
85,4111
86,3376
87,3027
88,2897
89,1133
90,743
91,4214
92,4581
93,478
94,525
95,827
96,4235
97,2153
98,1678
99,704
100,92
101,2908
102,316
103,461
104,499
105,1318
106,227
107,1415
108,4993
109,4035
110,1012
111,2161
112,3895
113,1194
114,1406
115,2224
116,175
117,3105
118,27
119,3609
120,4274
121,1519
122,233
123,4007
124,4099
125,3660
126,3563
127,2337
128,3456
129,2584
130,2981
131,2593
132,3044
133,4294
134,1188
135,1268
136,1975
137,3085
138,4918
139,1596
140,1660
141,2319
142,2706
143,309
144,4543
145,3761
146,350
147,1061
148,545
149,2325
150,2746
151,3317
152,271
153,4784
154,1818
155,4698
156,4783
157,86
158,1608
159,4739
160,430
161,1842
162,2439
163,2990
164,3814
165,468
166,818
167,505
168,917
169,2699
170,3716
171,273
172,88
173,4968
174,235
175,2027
176,821
177,527
178,1051
179,2970
180,3127
181,730
182,1126
183,2451
184,3905
185,2740
186,331
187,2117
188,2863
189,3797
190,2107
191,1192
192,4856
193,3475
194,4387
195,315
196,3949
197,1473
198,1162
199,23
200,860
201,3010
202,1510
203,3866
204,806
205,4279
206,1701
207,1406
208,4304
209,1587
210,614
211,3932
212,1221
213,4764
214,3902
215,1602
216,2991
217,2000
218,4697
219,3626
220,1122
221,1445
222,2814
223,1035
224,4426
225,1565
226,2676
227,3826
228,1698
229,1974
230,4360
231,1060
232,3165
233,255
234,874
235,4667
236,4472
237,2292
238,4792
239,3518
240,2033
241,3760
242,3667
243,4604
244,4507
245,1577
246,3988
247,274
248,2190
249,4595
250,3330
251,183
252,974
253,225
254,3152
255,260
256,3416
257,2561
258,3215
259,3707
260,1379
261,1191
262,917
263,917
264,1299
265,150
266,2364
267,4212
268,2147
269,3223
270,4811
271,4046
272,2389
273,582
274,3395
275,1044
276,2648
277,2402
278,1337
279,177
280,3634
281,2345
282,4396
283,628
284,4292
285,982
286,452
287,3562
288,748
289,541
290,4758
291,275
292,4949
293,1685
294,4420
295,4073
296,1515
297,2425
298,170
299,520
300,4775
301,2230
302,793
303,4914
304,3960
305,1191
306,2177
307,4824
308,868
309,1087
310,1096
311,3400
312,4883
313,1903
314,776
315,2396
316,2989
317,1513
318,4213
319,732
320,2789
321,2515
322,3702
323,2875
324,3986
325,4993
326,2467
327,3424
328,918
329,4851
330,4135
331,3053
332,2541
333,916
334,4555
335,2330
336,2572
337,3892
338,3251
339,3976
340,3159
341,1590
342,4869
343,1707
344,2698
345,4741
346,4805
347,4715
348,3524
349,4179
350,4431
351,3207
352,528
353,2578
354,1864
355,2594
356,2456
357,3414
358,2643
359,1898
360,4204
361,849
362,2040
363,731
364,2885
365,4692
366,3191
367,4108
368,4095
369,1267
370,994
371,825
372,2333
373,2686
374,1694
375,3621
376,76
377,1949
378,2971
379,3035
380,3878
381,2549
382,3807
383,3301
384,3272
385,733
386,1811
387,2144
388,1680
389,1964
390,242
391,3086
392,3394
393,1207
394,1596
395,637
396,4644
397,1496
398,796
399,354
400,2661
401,1436
402,4620
403,446
404,3563
405,4413
406,4146
407,3951
408,3709
409,3027
410,940
411,1072
412,3884
413,3307
414,4157
415,4407
416,4978
417,2473
418,3711
419,374
420,669
421,2537
422,828
423,144
424,4675
425,2723
426,2870
427,2816
428,2328
429,261
430,1574
431,1433
432,230
433,2839
434,1921
435,395
436,1686
437,579
438,4494
439,4918
440,1446
441,3160
442,4293
443,4925
444,77
445,1962
446,2533
447,3866
448,3883
449,266
450,3528
451,726
452,1316
453,828
454,1697
455,3658
456,1485
457,4129
458,907
459,2083
460,1427
461,3210
462,3937
463,3094
464,853
465,3614
466,238
467,1301
468,4946
469,417
470,413
471,4747
472,3627
473,3285
474,2702
475,4771
476,3707
477,619
478,1018
479,817
480,4384
481,2988
482,524
483,1282
484,4371
485,2738
486,3820
487,4398
488,2648
489,60
490,2473
491,3106
492,1935
493,3767
494,2687
495,740
496,2557
497,4080
498,1137
499,3555
500,1657
501,4092
502,2332
503,3331
504,4036
505,1279
506,4914
507,705
508,3756
509,1218
510,1129
511,1528
512,1147
513,244
514,3689
515,2188
516,4751
517,1453
518,1302
519,326
520,4979
521,1869
522,4651
523,4661
524,1561
525,3055
526,2953
527,3505
528,4518
529,4178
530,1216
531,1837
532,3280
533,692
534,4881
535,1898
536,3001
537,4192
538,1193
539,537
540,3574
541,400
542,372
543,1905
544,3797
545,562
546,3459
547,498
548,1077
549,1856
550,237
551,2501
552,2128
553,1787
554,2216
555,274
